Safety Property Mostyn V11,"Old Verifier (tptp)
IV Base","Old Verifier (tptp)
IV Step","Old Verifier
(tptp)
Final IV 
Result","Old Verifier
(tptp)
run time in
seconds","Old Verifier
(tptp)
BMC 100
steps","New Verifier
IV Base","New Verifier
IV Step","New Verifier
IV","New Verifier
BMC 100
Steps","IC3 Result with 
SMTLib
(Does prop hold?)","Consistency
New Verifier IV
and IC3","Consistency
New Verifier BMC
and IC3","Consistency
New Verifier BMC
and New Verifier IV","IC3 Result
(safety & ladder 
tptp)
Does prop hold?","IC3 run time
(seconds)","Consistency
New Verifier IV
and tptp IC3","Consistency
Old Verifier IV
and tptp IC3","Consistency
Old Verifier BMC
and tptp IC3"
2_1_16_SignalReminder_group23,Theorem,CounterSatisfiable,no,18.9467089,CounterSatisfiable,"(error ""line 32741 column 176: unknown constant S6081_dot_QRDZ_0"")sat","(error ""line 38710 column 176: unknown constant S6081_dot_QRDZ_0"")(error ""line 38711 column 176: unknown constant S6081_dot_QRDZ_1"")sat",no,"(error ""line 1507049 column 207: unknown constant S6081_dot_QRDZ_0"")(error ""line 1507050 column 207: unknown constant S6081_dot_QRDZ_1"")(error ""line 1507051 column 207: unknown constant S6081_dot_QRDZ_2"")(error ""line 1507052 column 207: unknown constant S6081_dot_QRDZ_3"")(error ""line 1507053 column 207: unknown constant S6081_dot_QRDZ_4"")(error ""line 1507054 column 207: unknown constant S6081_dot_QRDZ_5"")(error ""line 1507055 column 207: unknown constant S6081_dot_QRDZ_6"")(error ""line 1507056 column 207: unknown constant S6081_dot_QRDZ_7"")(error ""line 1507057 column 207: unknown constant S6081_dot_QRDZ_8"")(error ""line 1507058 column 211: unknown constant S6081_dot_QRDZ_9"")(error ""line 1507059 column 213: unknown constant S6081_dot_QRDZ_10"")(error ""line 1507060 column 213: unknown constant S6081_dot_QRDZ_11"")(error ""line 1507061 column 213: unknown constant S6081_dot_QRDZ_12"")(error ""line 1507062 column 213: unknown constant S6081_dot_QRDZ_13"")(error ""line 1507063 column 213: unknown constant S6081_dot_QRDZ_14"")(error ""line 1507064 column 213: unknown constant S6081_dot_QRDZ_15"")(error ""line 1507065 column 213: unknown constant S6081_dot_QRDZ_16"")(error ""line 1507066 column 213: unknown constant S6081_dot_QRDZ_17"")(error ""line 1507067 column 213: unknown constant S6081_dot_QRDZ_18"")(error ""line 1507068 column 213: unknown constant S6081_dot_QRDZ_19"")(error ""line 1507069 column 213: unknown constant S6081_dot_QRDZ_20"")(error ""line 1507070 column 213: unknown constant S6081_dot_QRDZ_21"")(error ""line 1507071 column 213: unknown constant S6081_dot_QRDZ_22"")(error ""line 1507072 column 213: unknown constant S6081_dot_QRDZ_23"")(error ""line 1507073 column 213: unknown constant S6081_dot_QRDZ_24"")(error ""line 1507074 column 213: unknown constant S6081_dot_QRDZ_25"")(error ""line 1507075 column 213: unknown constant S6081_dot_QRDZ_26"")(error ""line 1507076 column 213: unknown constant S6081_dot_QRDZ_27"")(error ""line 1507077 column 213: unknown constant S6081_dot_QRDZ_28"")(error ""line 1507078 column 213: unknown constant S6081_dot_QRDZ_29"")(error ""line 1507079 column 213: unknown constant S6081_dot_QRDZ_30"")(error ""line 1507080 column 213: unknown constant S6081_dot_QRDZ_31"")(error ""line 1507081 column 213: unknown constant S6081_dot_QRDZ_32"")(error ""line 1507082 column 213: unknown constant S6081_dot_QRDZ_33"")(error ""line 1507083 column 213: unknown constant S6081_dot_QRDZ_34"")(error ""line 1507084 column 213: unknown constant S6081_dot_QRDZ_35"")(error ""line 1507085 column 213: unknown constant S6081_dot_QRDZ_36"")(error ""line 1507086 column 213: unknown constant S6081_dot_QRDZ_37"")(error ""line 1507087 column 213: unknown constant S6081_dot_QRDZ_38"")(error ""line 1507088 column 213: unknown constant S6081_dot_QRDZ_39"")(error ""line 1507089 column 213: unknown constant S6081_dot_QRDZ_40"")(error ""line 1507090 column 213: unknown constant S6081_dot_QRDZ_41"")(error ""line 1507091 column 213: unknown constant S6081_dot_QRDZ_42"")(error ""line 1507092 column 213: unknown constant S6081_dot_QRDZ_43"")(error ""line 1507093 column 213: unknown constant S6081_dot_QRDZ_44"")(error ""line 1507094 column 213: unknown constant S6081_dot_QRDZ_45"")(error ""line 1507095 column 213: unknown constant S6081_dot_QRDZ_46"")(error ""line 1507096 column 213: unknown constant S6081_dot_QRDZ_47"")(error ""line 1507097 column 213: unknown constant S6081_dot_QRDZ_48"")(error ""line 1507098 column 213: unknown constant S6081_dot_QRDZ_49"")(error ""line 1507099 column 213: unknown constant S6081_dot_QRDZ_50"")(error ""line 1507100 column 213: unknown constant S6081_dot_QRDZ_51"")(error ""line 1507101 column 213: unknown constant S6081_dot_QRDZ_52"")(error ""line 1507102 column 213: unknown constant S6081_dot_QRDZ_53"")(error ""line 1507103 column 213: unknown constant S6081_dot_QRDZ_54"")(error ""line 1507104 column 213: unknown constant S6081_dot_QRDZ_55"")(error ""line 1507105 column 213: unknown constant S6081_dot_QRDZ_56"")(error ""line 1507106 column 213: unknown constant S6081_dot_QRDZ_57"")(error ""line 1507107 column 213: unknown constant S6081_dot_QRDZ_58"")(error ""line 1507108 column 213: unknown constant S6081_dot_QRDZ_59"")(error ""line 1507109 column 213: unknown constant S6081_dot_QRDZ_60"")(error ""line 1507110 column 213: unknown constant S6081_dot_QRDZ_61"")(error ""line 1507111 column 213: unknown constant S6081_dot_QRDZ_62"")(error ""line 1507112 column 213: unknown constant S6081_dot_QRDZ_63"")(error ""line 1507113 column 213: unknown constant S6081_dot_QRDZ_64"")(error ""line 1507114 column 213: unknown constant S6081_dot_QRDZ_65"")(error ""line 1507115 column 213: unknown constant S6081_dot_QRDZ_66"")(error ""line 1507116 column 213: unknown constant S6081_dot_QRDZ_67"")(error ""line 1507117 column 213: unknown constant S6081_dot_QRDZ_68"")(error ""line 1507118 column 213: unknown constant S6081_dot_QRDZ_69"")(error ""line 1507119 column 213: unknown constant S6081_dot_QRDZ_70"")(error ""line 1507120 column 213: unknown constant S6081_dot_QRDZ_71"")(error ""line 1507121 column 213: unknown constant S6081_dot_QRDZ_72"")(error ""line 1507122 column 213: unknown constant S6081_dot_QRDZ_73"")(error ""line 1507123 column 213: unknown constant S6081_dot_QRDZ_74"")(error ""line 1507124 column 213: unknown constant S6081_dot_QRDZ_75"")(error ""line 1507125 column 213: unknown constant S6081_dot_QRDZ_76"")(error ""line 1507126 column 213: unknown constant S6081_dot_QRDZ_77"")(error ""line 1507127 column 213: unknown constant S6081_dot_QRDZ_78"")(error ""line 1507128 column 213: unknown constant S6081_dot_QRDZ_79"")(error ""line 1507129 column 213: unknown constant S6081_dot_QRDZ_80"")(error ""line 1507130 column 213: unknown constant S6081_dot_QRDZ_81"")(error ""line 1507131 column 213: unknown constant S6081_dot_QRDZ_82"")(error ""line 1507132 column 213: unknown constant S6081_dot_QRDZ_83"")(error ""line 1507133 column 213: unknown constant S6081_dot_QRDZ_84"")(error ""line 1507134 column 213: unknown constant S6081_dot_QRDZ_85"")(error ""line 1507135 column 213: unknown constant S6081_dot_QRDZ_86"")(error ""line 1507136 column 213: unknown constant S6081_dot_QRDZ_87"")(error ""line 1507137 column 213: unknown constant S6081_dot_QRDZ_88"")(error ""line 1507138 column 213: unknown constant S6081_dot_QRDZ_89"")(error ""line 1507139 column 213: unknown constant S6081_dot_QRDZ_90"")(error ""line 1507140 column 213: unknown constant S6081_dot_QRDZ_91"")(error ""line 1507141 column 213: unknown constant S6081_dot_QRDZ_92"")(error ""line 1507142 column 213: unknown constant S6081_dot_QRDZ_93"")(error ""line 1507143 column 213: unknown constant S6081_dot_QRDZ_94"")(error ""line 1507144 column 213: unknown constant S6081_dot_QRDZ_95"")(error ""line 1507145 column 213: unknown constant S6081_dot_QRDZ_96"")(error ""line 1507146 column 213: unknown constant S6081_dot_QRDZ_97"")(error ""line 1507147 column 213: unknown constant S6081_dot_QRDZ_98"")(error ""line 1507148 column 217: unknown constant S6081_dot_QRDZ_99"")sat",N/A => Expected predicate keys to be pre-included in a dictionary.,yes,yes,yes,yes,0.0699351,yes,yes,yes
2_1_16_SignalReminder_group24,Theorem,Theorem,yes,18.5105778,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0680518,yes,yes,yes
2_1_16_SignalReminder_group25,Theorem,Theorem,yes,18.8926384,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0678041,yes,yes,yes
2_1_16_SignalReminder_group26,Theorem,Theorem,yes,19.2155412,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0661287,yes,yes,yes
2_1_16_SignalReminder_group27,Theorem,CounterSatisfiable,no,19.0904822,CounterSatisfiable,"(error ""line 32741 column 176: unknown constant S6079_dot_QRDZ_0"")sat","(error ""line 38710 column 176: unknown constant S6079_dot_QRDZ_0"")(error ""line 38711 column 176: unknown constant S6079_dot_QRDZ_1"")sat",no,"(error ""line 1507049 column 207: unknown constant S6079_dot_QRDZ_0"")(error ""line 1507050 column 207: unknown constant S6079_dot_QRDZ_1"")(error ""line 1507051 column 207: unknown constant S6079_dot_QRDZ_2"")(error ""line 1507052 column 207: unknown constant S6079_dot_QRDZ_3"")(error ""line 1507053 column 207: unknown constant S6079_dot_QRDZ_4"")(error ""line 1507054 column 207: unknown constant S6079_dot_QRDZ_5"")(error ""line 1507055 column 207: unknown constant S6079_dot_QRDZ_6"")(error ""line 1507056 column 207: unknown constant S6079_dot_QRDZ_7"")(error ""line 1507057 column 207: unknown constant S6079_dot_QRDZ_8"")(error ""line 1507058 column 211: unknown constant S6079_dot_QRDZ_9"")(error ""line 1507059 column 213: unknown constant S6079_dot_QRDZ_10"")(error ""line 1507060 column 213: unknown constant S6079_dot_QRDZ_11"")(error ""line 1507061 column 213: unknown constant S6079_dot_QRDZ_12"")(error ""line 1507062 column 213: unknown constant S6079_dot_QRDZ_13"")(error ""line 1507063 column 213: unknown constant S6079_dot_QRDZ_14"")(error ""line 1507064 column 213: unknown constant S6079_dot_QRDZ_15"")(error ""line 1507065 column 213: unknown constant S6079_dot_QRDZ_16"")(error ""line 1507066 column 213: unknown constant S6079_dot_QRDZ_17"")(error ""line 1507067 column 213: unknown constant S6079_dot_QRDZ_18"")(error ""line 1507068 column 213: unknown constant S6079_dot_QRDZ_19"")(error ""line 1507069 column 213: unknown constant S6079_dot_QRDZ_20"")(error ""line 1507070 column 213: unknown constant S6079_dot_QRDZ_21"")(error ""line 1507071 column 213: unknown constant S6079_dot_QRDZ_22"")(error ""line 1507072 column 213: unknown constant S6079_dot_QRDZ_23"")(error ""line 1507073 column 213: unknown constant S6079_dot_QRDZ_24"")(error ""line 1507074 column 213: unknown constant S6079_dot_QRDZ_25"")(error ""line 1507075 column 213: unknown constant S6079_dot_QRDZ_26"")(error ""line 1507076 column 213: unknown constant S6079_dot_QRDZ_27"")(error ""line 1507077 column 213: unknown constant S6079_dot_QRDZ_28"")(error ""line 1507078 column 213: unknown constant S6079_dot_QRDZ_29"")(error ""line 1507079 column 213: unknown constant S6079_dot_QRDZ_30"")(error ""line 1507080 column 213: unknown constant S6079_dot_QRDZ_31"")(error ""line 1507081 column 213: unknown constant S6079_dot_QRDZ_32"")(error ""line 1507082 column 213: unknown constant S6079_dot_QRDZ_33"")(error ""line 1507083 column 213: unknown constant S6079_dot_QRDZ_34"")(error ""line 1507084 column 213: unknown constant S6079_dot_QRDZ_35"")(error ""line 1507085 column 213: unknown constant S6079_dot_QRDZ_36"")(error ""line 1507086 column 213: unknown constant S6079_dot_QRDZ_37"")(error ""line 1507087 column 213: unknown constant S6079_dot_QRDZ_38"")(error ""line 1507088 column 213: unknown constant S6079_dot_QRDZ_39"")(error ""line 1507089 column 213: unknown constant S6079_dot_QRDZ_40"")(error ""line 1507090 column 213: unknown constant S6079_dot_QRDZ_41"")(error ""line 1507091 column 213: unknown constant S6079_dot_QRDZ_42"")(error ""line 1507092 column 213: unknown constant S6079_dot_QRDZ_43"")(error ""line 1507093 column 213: unknown constant S6079_dot_QRDZ_44"")(error ""line 1507094 column 213: unknown constant S6079_dot_QRDZ_45"")(error ""line 1507095 column 213: unknown constant S6079_dot_QRDZ_46"")(error ""line 1507096 column 213: unknown constant S6079_dot_QRDZ_47"")(error ""line 1507097 column 213: unknown constant S6079_dot_QRDZ_48"")(error ""line 1507098 column 213: unknown constant S6079_dot_QRDZ_49"")(error ""line 1507099 column 213: unknown constant S6079_dot_QRDZ_50"")(error ""line 1507100 column 213: unknown constant S6079_dot_QRDZ_51"")(error ""line 1507101 column 213: unknown constant S6079_dot_QRDZ_52"")(error ""line 1507102 column 213: unknown constant S6079_dot_QRDZ_53"")(error ""line 1507103 column 213: unknown constant S6079_dot_QRDZ_54"")(error ""line 1507104 column 213: unknown constant S6079_dot_QRDZ_55"")(error ""line 1507105 column 213: unknown constant S6079_dot_QRDZ_56"")(error ""line 1507106 column 213: unknown constant S6079_dot_QRDZ_57"")(error ""line 1507107 column 213: unknown constant S6079_dot_QRDZ_58"")(error ""line 1507108 column 213: unknown constant S6079_dot_QRDZ_59"")(error ""line 1507109 column 213: unknown constant S6079_dot_QRDZ_60"")(error ""line 1507110 column 213: unknown constant S6079_dot_QRDZ_61"")(error ""line 1507111 column 213: unknown constant S6079_dot_QRDZ_62"")(error ""line 1507112 column 213: unknown constant S6079_dot_QRDZ_63"")(error ""line 1507113 column 213: unknown constant S6079_dot_QRDZ_64"")(error ""line 1507114 column 213: unknown constant S6079_dot_QRDZ_65"")(error ""line 1507115 column 213: unknown constant S6079_dot_QRDZ_66"")(error ""line 1507116 column 213: unknown constant S6079_dot_QRDZ_67"")(error ""line 1507117 column 213: unknown constant S6079_dot_QRDZ_68"")(error ""line 1507118 column 213: unknown constant S6079_dot_QRDZ_69"")(error ""line 1507119 column 213: unknown constant S6079_dot_QRDZ_70"")(error ""line 1507120 column 213: unknown constant S6079_dot_QRDZ_71"")(error ""line 1507121 column 213: unknown constant S6079_dot_QRDZ_72"")(error ""line 1507122 column 213: unknown constant S6079_dot_QRDZ_73"")(error ""line 1507123 column 213: unknown constant S6079_dot_QRDZ_74"")(error ""line 1507124 column 213: unknown constant S6079_dot_QRDZ_75"")(error ""line 1507125 column 213: unknown constant S6079_dot_QRDZ_76"")(error ""line 1507126 column 213: unknown constant S6079_dot_QRDZ_77"")(error ""line 1507127 column 213: unknown constant S6079_dot_QRDZ_78"")(error ""line 1507128 column 213: unknown constant S6079_dot_QRDZ_79"")(error ""line 1507129 column 213: unknown constant S6079_dot_QRDZ_80"")(error ""line 1507130 column 213: unknown constant S6079_dot_QRDZ_81"")(error ""line 1507131 column 213: unknown constant S6079_dot_QRDZ_82"")(error ""line 1507132 column 213: unknown constant S6079_dot_QRDZ_83"")(error ""line 1507133 column 213: unknown constant S6079_dot_QRDZ_84"")(error ""line 1507134 column 213: unknown constant S6079_dot_QRDZ_85"")(error ""line 1507135 column 213: unknown constant S6079_dot_QRDZ_86"")(error ""line 1507136 column 213: unknown constant S6079_dot_QRDZ_87"")(error ""line 1507137 column 213: unknown constant S6079_dot_QRDZ_88"")(error ""line 1507138 column 213: unknown constant S6079_dot_QRDZ_89"")(error ""line 1507139 column 213: unknown constant S6079_dot_QRDZ_90"")(error ""line 1507140 column 213: unknown constant S6079_dot_QRDZ_91"")(error ""line 1507141 column 213: unknown constant S6079_dot_QRDZ_92"")(error ""line 1507142 column 213: unknown constant S6079_dot_QRDZ_93"")(error ""line 1507143 column 213: unknown constant S6079_dot_QRDZ_94"")(error ""line 1507144 column 213: unknown constant S6079_dot_QRDZ_95"")(error ""line 1507145 column 213: unknown constant S6079_dot_QRDZ_96"")(error ""line 1507146 column 213: unknown constant S6079_dot_QRDZ_97"")(error ""line 1507147 column 213: unknown constant S6079_dot_QRDZ_98"")(error ""line 1507148 column 217: unknown constant S6079_dot_QRDZ_99"")sat",N/A => Expected predicate keys to be pre-included in a dictionary.,yes,yes,yes,yes,0.0680495,yes,yes,yes
2_1_16_SignalReminder_group3,Theorem,CounterSatisfiable,no,18.9053033,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0663397,yes,yes,yes
2_1_16_SignalReminder_group4,Theorem,Theorem,yes,19.2146686,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0669029,yes,yes,yes
2_1_16_SignalReminder_group5,Theorem,Theorem,yes,18.8744164,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0660828,yes,yes,yes
2_1_16_SignalReminder_group6,Theorem,Theorem,yes,19.0798083,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0668385,yes,yes,yes
2_1_16_SignalReminder_group7,Theorem,CounterSatisfiable,no,18.852339,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0647518,yes,yes,yes
2_1_16_SignalReminder_group8,Theorem,CounterSatisfiable,no,18.9186399,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0637649,yes,yes,yes
2_1_16_SignalReminder_group9,Theorem,CounterSatisfiable,no,19.0522774,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0579391,yes,yes,yes
2_1_17_TechniciansRouteBar_group0,Theorem,Theorem,yes,18.805681,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.066234,yes,yes,yes
2_1_17_TechniciansRouteBar_group1,Theorem,Theorem,yes,18.6749962,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0675243,yes,yes,yes
2_1_17_TechniciansRouteBar_group10,Theorem,Theorem,yes,18.718418,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0652577,yes,yes,yes
2_1_17_TechniciansRouteBar_group11,Theorem,Theorem,yes,18.7921508,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0681842,yes,yes,yes
2_1_17_TechniciansRouteBar_group12,Theorem,Theorem,yes,18.901649,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0702186,yes,yes,yes
2_1_17_TechniciansRouteBar_group13,Theorem,Theorem,yes,18.7444716,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0702562,yes,yes,yes
2_1_17_TechniciansRouteBar_group14,Theorem,Theorem,yes,18.6444003,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0713718,yes,yes,yes
2_1_17_TechniciansRouteBar_group15,Theorem,Theorem,yes,18.7291839,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0687028,yes,yes,yes
2_1_17_TechniciansRouteBar_group16,Theorem,Theorem,yes,18.8380432,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0709584,yes,yes,yes
2_1_17_TechniciansRouteBar_group17,Theorem,Theorem,yes,18.7588768,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0685412,yes,yes,yes
2_1_17_TechniciansRouteBar_group18,Theorem,Theorem,yes,18.8871983,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0728498,yes,yes,yes
2_1_17_TechniciansRouteBar_group19,Theorem,Theorem,yes,18.9630664,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0667417,yes,yes,yes
2_1_17_TechniciansRouteBar_group2,Theorem,Theorem,yes,18.5773761,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0659035,yes,yes,yes
2_1_17_TechniciansRouteBar_group20,Theorem,Theorem,yes,18.7619912,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0704681,yes,yes,yes
2_1_17_TechniciansRouteBar_group21,Theorem,Theorem,yes,18.8312451,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0660969,yes,yes,yes
2_1_17_TechniciansRouteBar_group22,Theorem,Theorem,yes,18.9585161,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0659975,yes,yes,yes
2_1_17_TechniciansRouteBar_group23,Theorem,Theorem,yes,18.6618453,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0668184,yes,yes,yes
2_1_17_TechniciansRouteBar_group24,Theorem,Theorem,yes,18.645447,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.063592,yes,yes,yes
2_1_17_TechniciansRouteBar_group25,Theorem,Theorem,yes,18.7413975,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0675,yes,yes,yes
2_1_17_TechniciansRouteBar_group26,Theorem,Theorem,yes,18.622715,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0618804,yes,yes,yes
2_1_17_TechniciansRouteBar_group27,Theorem,Theorem,yes,18.6166805,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0673529,yes,yes,yes
2_1_17_TechniciansRouteBar_group3,Theorem,Theorem,yes,18.7003189,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0651285,yes,yes,yes
2_1_17_TechniciansRouteBar_group4,Theorem,Theorem,yes,18.6140752,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0731662,yes,yes,yes
2_1_17_TechniciansRouteBar_group5,Theorem,Theorem,yes,18.6934698,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0619382,yes,yes,yes
2_1_17_TechniciansRouteBar_group6,Theorem,Theorem,yes,18.6833795,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0635208,yes,yes,yes
2_1_17_TechniciansRouteBar_group7,Theorem,Theorem,yes,18.6398964,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0663147,yes,yes,yes
2_1_17_TechniciansRouteBar_group8,Theorem,Theorem,yes,18.6798871,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.061723,yes,yes,yes
2_1_17_TechniciansRouteBar_group9,Theorem,Theorem,yes,18.5409174,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.062911,yes,yes,yes
2_1_18_SignalGroupReplacement_group0,Theorem,Theorem,yes,18.8144214,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0676965,yes,yes,yes
2_1_18_SignalGroupReplacement_group1,Theorem,Theorem,yes,18.6447375,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0645722,yes,yes,yes
2_1_18_SignalGroupReplacement_group10,Theorem,Theorem,yes,18.6235793,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0651732,yes,yes,yes
2_1_18_SignalGroupReplacement_group11,Theorem,Theorem,yes,18.9035281,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0644483,yes,yes,yes
2_1_18_SignalGroupReplacement_group12,Theorem,Theorem,yes,18.7911118,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0671703,yes,yes,yes
2_1_18_SignalGroupReplacement_group13,Theorem,Theorem,yes,18.7839385,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0682284,yes,yes,yes
2_1_18_SignalGroupReplacement_group14,Theorem,Theorem,yes,18.9314357,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0686916,yes,yes,yes
2_1_18_SignalGroupReplacement_group15,Theorem,Theorem,yes,18.929725,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0678494,yes,yes,yes
2_1_18_SignalGroupReplacement_group16,Theorem,Theorem,yes,18.7884763,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.06681,yes,yes,yes
2_1_18_SignalGroupReplacement_group17,Theorem,Theorem,yes,18.8561033,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0655502,yes,yes,yes
2_1_18_SignalGroupReplacement_group18,Theorem,Theorem,yes,18.6196065,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0692577,yes,yes,yes
2_1_18_SignalGroupReplacement_group19,Theorem,Theorem,yes,18.7289659,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0666609,yes,yes,yes
2_1_18_SignalGroupReplacement_group2,Theorem,Theorem,yes,18.7507951,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0633045,yes,yes,yes
2_1_18_SignalGroupReplacement_group20,Theorem,Theorem,yes,18.977958,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0678071,yes,yes,yes
2_1_18_SignalGroupReplacement_group21,Theorem,Theorem,yes,18.6690144,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0709993,yes,yes,yes
2_1_18_SignalGroupReplacement_group22,Theorem,Theorem,yes,18.819162,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0645507,yes,yes,yes
2_1_18_SignalGroupReplacement_group23,Theorem,Theorem,yes,18.8626774,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0620006,yes,yes,yes
2_1_18_SignalGroupReplacement_group24,Theorem,Theorem,yes,18.6882333,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.141545,yes,yes,yes
2_1_18_SignalGroupReplacement_group25,Theorem,Theorem,yes,18.8448801,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0659537,yes,yes,yes
2_1_18_SignalGroupReplacement_group26,Theorem,Theorem,yes,18.6062248,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0688524,yes,yes,yes
2_1_18_SignalGroupReplacement_group27,Theorem,Theorem,yes,18.7251048,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.066494,yes,yes,yes
2_1_18_SignalGroupReplacement_group3,Theorem,Theorem,yes,18.7685098,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0653572,yes,yes,yes
2_1_18_SignalGroupReplacement_group4,Theorem,Theorem,yes,18.792062,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.1191339,yes,yes,yes
2_1_18_SignalGroupReplacement_group5,Theorem,Theorem,yes,18.5760809,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0657023,yes,yes,yes
2_1_18_SignalGroupReplacement_group6,Theorem,Theorem,yes,18.6301677,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.068936,yes,yes,yes
2_1_18_SignalGroupReplacement_group7,Theorem,Theorem,yes,18.6564855,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0726426,yes,yes,yes
2_1_18_SignalGroupReplacement_group8,Theorem,Theorem,yes,18.7286104,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.066645,yes,yes,yes
2_1_18_SignalGroupReplacement_group9,Theorem,Theorem,yes,18.7394977,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0597473,yes,yes,yes
2_1_2_OpposingRoutes_group0,Theorem,CounterSatisfiable,no,18.7919087,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0660535,yes,yes,yes
2_1_2_OpposingRoutes_group1,Theorem,CounterSatisfiable,no,18.859714,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0645707,yes,yes,yes
2_1_2_OpposingRoutes_group10,Theorem,CounterSatisfiable,no,19.087608,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0621717,yes,yes,yes
2_1_2_OpposingRoutes_group11,Theorem,CounterSatisfiable,no,18.9633061,Theorem,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0682194,yes,yes,yes
