Safety Property Mostyn V11,"Old Verifier (tptp)
IV Base","Old Verifier (tptp)
IV Step","Old Verifier
(tptp)
Final IV 
Result","Old Verifier
(tptp)
run time in
seconds","Old Verifier
(tptp)
BMC 100
steps","New Verifier
IV Base","New Verifier
IV Step","New Verifier
IV","New Verifier
BMC 100
Steps","IC3 Result with 
SMTLib
(Does prop hold?)","Consistency
New Verifier IV
and IC3","Consistency
New Verifier BMC
and IC3","Consistency
New Verifier BMC
and New Verifier IV","IC3 Result
(safety & ladder 
tptp)
Does prop hold?","IC3 run time
(seconds)","Consistency
New Verifier IV
and tptp IC3","Consistency
Old Verifier IV
and tptp IC3","Consistency
Old Verifier BMC
and tptp IC3"
2_2_32_ProceedWithTPWSSuppressed_group7,Theorem,Theorem,yes,18.613953,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0687275,yes,yes,yes
2_2_32_ProceedWithTPWSSuppressed_group8,Theorem,Theorem,yes,18.5968183,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0676986,yes,yes,yes
2_2_32_ProceedWithTPWSSuppressed_group9,Theorem,Theorem,yes,18.5792588,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0654105,yes,yes,yes
2_2_34_RYGAspectWithSOMOutput_group0,Theorem,CounterSatisfiable,no,18.7118339,CounterSatisfiable,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.071777,yes,yes,yes
2_2_34_RYGAspectWithSOMOutput_group1,Theorem,CounterSatisfiable,no,19.0160314,CounterSatisfiable,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0682355,yes,yes,yes
2_2_34_RYGAspectWithSOMOutput_group2,Theorem,CounterSatisfiable,no,18.9038557,CounterSatisfiable,unsat,sat,no,unsat,yes,yes,yes,yes,yes,0.0635791,yes,yes,yes
2_2_34_RYGAspectWithSOMOutput_group3,Theorem,CounterSatisfiable,no,19.0006529,CounterSatisfiable,"(error ""line 32741 column 208: unknown constant S6010_dot_OIE_0"")sat","(error ""line 38710 column 208: unknown constant S6010_dot_OIE_0"")(error ""line 38711 column 208: unknown constant S6010_dot_OIE_1"")sat",no,"(error ""line 1507049 column 245: unknown constant S6010_dot_OIE_0"")(error ""line 1507050 column 245: unknown constant S6010_dot_OIE_1"")(error ""line 1507051 column 245: unknown constant S6010_dot_OIE_2"")(error ""line 1507052 column 245: unknown constant S6010_dot_OIE_3"")(error ""line 1507053 column 245: unknown constant S6010_dot_OIE_4"")(error ""line 1507054 column 245: unknown constant S6010_dot_OIE_5"")(error ""line 1507055 column 245: unknown constant S6010_dot_OIE_6"")(error ""line 1507056 column 245: unknown constant S6010_dot_OIE_7"")(error ""line 1507057 column 245: unknown constant S6010_dot_OIE_8"")(error ""line 1507058 column 245: unknown constant S6010_dot_OIE_9"")(error ""line 1507059 column 253: unknown constant S6010_dot_OIE_10"")(error ""line 1507060 column 253: unknown constant S6010_dot_OIE_11"")(error ""line 1507061 column 253: unknown constant S6010_dot_OIE_12"")(error ""line 1507062 column 253: unknown constant S6010_dot_OIE_13"")(error ""line 1507063 column 253: unknown constant S6010_dot_OIE_14"")(error ""line 1507064 column 253: unknown constant S6010_dot_OIE_15"")(error ""line 1507065 column 253: unknown constant S6010_dot_OIE_16"")(error ""line 1507066 column 253: unknown constant S6010_dot_OIE_17"")(error ""line 1507067 column 253: unknown constant S6010_dot_OIE_18"")(error ""line 1507068 column 253: unknown constant S6010_dot_OIE_19"")(error ""line 1507069 column 253: unknown constant S6010_dot_OIE_20"")(error ""line 1507070 column 253: unknown constant S6010_dot_OIE_21"")(error ""line 1507071 column 253: unknown constant S6010_dot_OIE_22"")(error ""line 1507072 column 253: unknown constant S6010_dot_OIE_23"")(error ""line 1507073 column 253: unknown constant S6010_dot_OIE_24"")(error ""line 1507074 column 253: unknown constant S6010_dot_OIE_25"")(error ""line 1507075 column 253: unknown constant S6010_dot_OIE_26"")(error ""line 1507076 column 253: unknown constant S6010_dot_OIE_27"")(error ""line 1507077 column 253: unknown constant S6010_dot_OIE_28"")(error ""line 1507078 column 253: unknown constant S6010_dot_OIE_29"")(error ""line 1507079 column 253: unknown constant S6010_dot_OIE_30"")(error ""line 1507080 column 253: unknown constant S6010_dot_OIE_31"")(error ""line 1507081 column 253: unknown constant S6010_dot_OIE_32"")(error ""line 1507082 column 253: unknown constant S6010_dot_OIE_33"")(error ""line 1507083 column 253: unknown constant S6010_dot_OIE_34"")(error ""line 1507084 column 253: unknown constant S6010_dot_OIE_35"")(error ""line 1507085 column 253: unknown constant S6010_dot_OIE_36"")(error ""line 1507086 column 253: unknown constant S6010_dot_OIE_37"")(error ""line 1507087 column 253: unknown constant S6010_dot_OIE_38"")(error ""line 1507088 column 253: unknown constant S6010_dot_OIE_39"")(error ""line 1507089 column 253: unknown constant S6010_dot_OIE_40"")(error ""line 1507090 column 253: unknown constant S6010_dot_OIE_41"")(error ""line 1507091 column 253: unknown constant S6010_dot_OIE_42"")(error ""line 1507092 column 253: unknown constant S6010_dot_OIE_43"")(error ""line 1507093 column 253: unknown constant S6010_dot_OIE_44"")(error ""line 1507094 column 253: unknown constant S6010_dot_OIE_45"")(error ""line 1507095 column 253: unknown constant S6010_dot_OIE_46"")(error ""line 1507096 column 253: unknown constant S6010_dot_OIE_47"")(error ""line 1507097 column 253: unknown constant S6010_dot_OIE_48"")(error ""line 1507098 column 253: unknown constant S6010_dot_OIE_49"")(error ""line 1507099 column 253: unknown constant S6010_dot_OIE_50"")(error ""line 1507100 column 253: unknown constant S6010_dot_OIE_51"")(error ""line 1507101 column 253: unknown constant S6010_dot_OIE_52"")(error ""line 1507102 column 253: unknown constant S6010_dot_OIE_53"")(error ""line 1507103 column 253: unknown constant S6010_dot_OIE_54"")(error ""line 1507104 column 253: unknown constant S6010_dot_OIE_55"")(error ""line 1507105 column 253: unknown constant S6010_dot_OIE_56"")(error ""line 1507106 column 253: unknown constant S6010_dot_OIE_57"")(error ""line 1507107 column 253: unknown constant S6010_dot_OIE_58"")(error ""line 1507108 column 253: unknown constant S6010_dot_OIE_59"")(error ""line 1507109 column 253: unknown constant S6010_dot_OIE_60"")(error ""line 1507110 column 253: unknown constant S6010_dot_OIE_61"")(error ""line 1507111 column 253: unknown constant S6010_dot_OIE_62"")(error ""line 1507112 column 253: unknown constant S6010_dot_OIE_63"")(error ""line 1507113 column 253: unknown constant S6010_dot_OIE_64"")(error ""line 1507114 column 253: unknown constant S6010_dot_OIE_65"")(error ""line 1507115 column 253: unknown constant S6010_dot_OIE_66"")(error ""line 1507116 column 253: unknown constant S6010_dot_OIE_67"")(error ""line 1507117 column 253: unknown constant S6010_dot_OIE_68"")(error ""line 1507118 column 253: unknown constant S6010_dot_OIE_69"")(error ""line 1507119 column 253: unknown constant S6010_dot_OIE_70"")(error ""line 1507120 column 253: unknown constant S6010_dot_OIE_71"")(error ""line 1507121 column 253: unknown constant S6010_dot_OIE_72"")(error ""line 1507122 column 253: unknown constant S6010_dot_OIE_73"")(error ""line 1507123 column 253: unknown constant S6010_dot_OIE_74"")(error ""line 1507124 column 253: unknown constant S6010_dot_OIE_75"")(error ""line 1507125 column 253: unknown constant S6010_dot_OIE_76"")(error ""line 1507126 column 253: unknown constant S6010_dot_OIE_77"")(error ""line 1507127 column 253: unknown constant S6010_dot_OIE_78"")(error ""line 1507128 column 253: unknown constant S6010_dot_OIE_79"")(error ""line 1507129 column 253: unknown constant S6010_dot_OIE_80"")(error ""line 1507130 column 253: unknown constant S6010_dot_OIE_81"")(error ""line 1507131 column 253: unknown constant S6010_dot_OIE_82"")(error ""line 1507132 column 253: unknown constant S6010_dot_OIE_83"")(error ""line 1507133 column 253: unknown constant S6010_dot_OIE_84"")(error ""line 1507134 column 253: unknown constant S6010_dot_OIE_85"")(error ""line 1507135 column 253: unknown constant S6010_dot_OIE_86"")(error ""line 1507136 column 253: unknown constant S6010_dot_OIE_87"")(error ""line 1507137 column 253: unknown constant S6010_dot_OIE_88"")(error ""line 1507138 column 253: unknown constant S6010_dot_OIE_89"")(error ""line 1507139 column 253: unknown constant S6010_dot_OIE_90"")(error ""line 1507140 column 253: unknown constant S6010_dot_OIE_91"")(error ""line 1507141 column 253: unknown constant S6010_dot_OIE_92"")(error ""line 1507142 column 253: unknown constant S6010_dot_OIE_93"")(error ""line 1507143 column 253: unknown constant S6010_dot_OIE_94"")(error ""line 1507144 column 253: unknown constant S6010_dot_OIE_95"")(error ""line 1507145 column 253: unknown constant S6010_dot_OIE_96"")(error ""line 1507146 column 253: unknown constant S6010_dot_OIE_97"")(error ""line 1507147 column 253: unknown constant S6010_dot_OIE_98"")(error ""line 1507148 column 253: unknown constant S6010_dot_OIE_99"")sat",N/A => Expected predicate keys to be pre-included in a dictionary.,yes,yes,yes,N/A => Expected predicate keys to be pre-included in a dictionary.,0,yes,yes,yes
2_2_43_ProceedWithTechAspectDisable_group0,Theorem,Theorem,yes,18.7031344,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0577496,yes,yes,yes
2_2_43_ProceedWithTechAspectDisable_group1,Theorem,Theorem,yes,18.5055227,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0644432,yes,yes,yes
2_2_43_ProceedWithTechAspectDisable_group10,Theorem,Theorem,yes,18.5977392,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0710284,yes,yes,yes
2_2_43_ProceedWithTechAspectDisable_group11,Theorem,Theorem,yes,18.7352414,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0693385,yes,yes,yes
2_2_43_ProceedWithTechAspectDisable_group12,Theorem,Theorem,yes,18.608639,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.067889,yes,yes,yes
2_2_43_ProceedWithTechAspectDisable_group13,Theorem,Theorem,yes,18.7893869,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0662989,yes,yes,yes
2_2_43_ProceedWithTechAspectDisable_group14,Theorem,Theorem,yes,18.6174632,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0669219,yes,yes,yes
2_2_43_ProceedWithTechAspectDisable_group15,Theorem,Theorem,yes,18.7211147,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0690269,yes,yes,yes
2_2_43_ProceedWithTechAspectDisable_group16,Theorem,Theorem,yes,18.7574049,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0650545,yes,yes,yes
2_2_43_ProceedWithTechAspectDisable_group17,Theorem,Theorem,yes,18.7382939,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0680093,yes,yes,yes
2_2_43_ProceedWithTechAspectDisable_group2,Theorem,Theorem,yes,18.7580985,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.062685,yes,yes,yes
2_2_43_ProceedWithTechAspectDisable_group3,Theorem,Theorem,yes,18.7770974,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.066023,yes,yes,yes
2_2_43_ProceedWithTechAspectDisable_group4,Theorem,Theorem,yes,18.7674309,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0719045,yes,yes,yes
2_2_43_ProceedWithTechAspectDisable_group5,Theorem,Theorem,yes,18.815073,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0687137,yes,yes,yes
2_2_43_ProceedWithTechAspectDisable_group6,Theorem,Theorem,yes,18.638542,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0666119,yes,yes,yes
2_2_43_ProceedWithTechAspectDisable_group7,Theorem,Theorem,yes,18.7910846,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0678828,yes,yes,yes
2_2_43_ProceedWithTechAspectDisable_group8,Theorem,Theorem,yes,18.7203071,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0639985,yes,yes,yes
2_2_43_ProceedWithTechAspectDisable_group9,Theorem,Theorem,yes,18.7289617,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0847925,yes,yes,yes
2_2_48_ProceedWithLODKRoute_group0,Theorem,CounterSatisfiable,no,18.9878841,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.1041373,yes,yes,yes
2_2_48_ProceedWithLODKRoute_group1,Theorem,CounterSatisfiable,no,19.1390465,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0685108,yes,yes,yes
2_2_48_ProceedWithLODKRoute_group2,Theorem,CounterSatisfiable,no,19.040141,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0654052,yes,yes,yes
2_2_48_ProceedWithLODKRoute_group3,Theorem,CounterSatisfiable,no,18.8581748,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0654058,yes,yes,yes
2_2_48_ProceedWithLODKRoute_group4,Theorem,CounterSatisfiable,no,18.9867981,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0646182,yes,yes,yes
2_2_48_ProceedWithLODKRoute_group5,Theorem,CounterSatisfiable,no,19.0288712,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0636479,yes,yes,yes
2_2_48_ProceedWithLODKRoute_group6,Theorem,Theorem,yes,18.6949348,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0658606,yes,yes,yes
2_2_5_ProceedWithPointSLDOverlap_group0,Theorem,CounterSatisfiable,no,18.839563,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0670658,yes,yes,yes
2_2_5_ProceedWithPointSLDOverlap_group1,Theorem,CounterSatisfiable,no,18.9090823,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0653522,yes,yes,yes
2_2_5_ProceedWithPointSLDOverlap_group2,Theorem,CounterSatisfiable,no,18.7799936,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0668587,yes,yes,yes
2_2_5_ProceedWithPointSLDOverlap_group3,Theorem,CounterSatisfiable,no,18.9530244,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0692913,yes,yes,yes
2_2_50_ProceedWithLODP_group0,Theorem,CounterSatisfiable,no,18.822477,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0683115,yes,yes,yes
2_2_51_ProceedWithSuppAWS_group0,Theorem,CounterSatisfiable,no,18.8772866,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0703344,yes,yes,yes
2_2_51_ProceedWithSuppAWS_group1,Theorem,CounterSatisfiable,no,18.8991996,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0590542,yes,yes,yes
2_2_51_ProceedWithSuppAWS_group10,Theorem,CounterSatisfiable,no,18.8991808,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0656755,yes,yes,yes
2_2_51_ProceedWithSuppAWS_group11,Theorem,CounterSatisfiable,no,18.8643874,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0639621,yes,yes,yes
2_2_51_ProceedWithSuppAWS_group12,Theorem,CounterSatisfiable,no,18.7392446,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0661262,yes,yes,yes
2_2_51_ProceedWithSuppAWS_group13,Theorem,CounterSatisfiable,no,18.878154,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0637228,yes,yes,yes
2_2_51_ProceedWithSuppAWS_group14,Theorem,CounterSatisfiable,no,18.8255028,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0635848,yes,yes,yes
2_2_51_ProceedWithSuppAWS_group15,Theorem,CounterSatisfiable,no,18.8774205,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0663781,yes,yes,yes
2_2_51_ProceedWithSuppAWS_group16,Theorem,CounterSatisfiable,no,19.0576449,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0631691,yes,yes,yes
2_2_51_ProceedWithSuppAWS_group2,Theorem,CounterSatisfiable,no,18.9672188,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0684617,yes,yes,yes
2_2_51_ProceedWithSuppAWS_group3,Theorem,CounterSatisfiable,no,18.8447746,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0659771,yes,yes,yes
2_2_51_ProceedWithSuppAWS_group4,Theorem,CounterSatisfiable,no,18.9889151,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0677913,yes,yes,yes
2_2_51_ProceedWithSuppAWS_group5,Theorem,CounterSatisfiable,no,18.8730459,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0656281,yes,yes,yes
2_2_51_ProceedWithSuppAWS_group6,Theorem,CounterSatisfiable,no,18.9574717,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0632523,yes,yes,yes
2_2_51_ProceedWithSuppAWS_group7,Theorem,CounterSatisfiable,no,18.9195054,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0666342,yes,yes,yes
2_2_51_ProceedWithSuppAWS_group8,Theorem,CounterSatisfiable,no,18.9497156,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0660829,yes,yes,yes
2_2_51_ProceedWithSuppAWS_group9,Theorem,CounterSatisfiable,no,18.9445101,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0648933,yes,yes,yes
2_2_52_ProceedWithPermissiveTrackProved_group0,Theorem,CounterSatisfiable,no,18.9644114,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0680405,yes,yes,yes
2_2_52_ProceedWithPermissiveTrackProved_group1,Theorem,CounterSatisfiable,no,19.1020162,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0700421,yes,yes,yes
2_2_52_ProceedWithPermissiveTrackProved_group2,Theorem,CounterSatisfiable,no,18.9535829,CounterSatisfiable,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.058243,yes,yes,yes
2_2_53_ProceedWithExitRestrictive_group0,Theorem,Theorem,yes,18.7298513,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.068338,yes,yes,yes
2_2_53_ProceedWithExitRestrictive_group1,Theorem,Theorem,yes,18.8861583,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0718383,yes,yes,yes
2_2_53_ProceedWithExitRestrictive_group2,Theorem,Theorem,yes,18.6753482,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0704588,yes,yes,yes
2_2_54_ProceedWithTPWSExit_group0,Theorem,CounterSatisfiable,no,18.9453731,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0676397,yes,yes,yes
2_2_54_ProceedWithTPWSExit_group1,Theorem,CounterSatisfiable,no,18.5515081,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0672377,yes,yes,yes
2_2_54_ProceedWithTPWSExit_group10,Theorem,CounterSatisfiable,no,18.900039,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0660522,yes,yes,yes
2_2_54_ProceedWithTPWSExit_group11,Theorem,CounterSatisfiable,no,18.8999115,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0670351,yes,yes,yes
2_2_54_ProceedWithTPWSExit_group12,Theorem,CounterSatisfiable,no,18.9401151,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0664005,yes,yes,yes
2_2_54_ProceedWithTPWSExit_group13,Theorem,Theorem,yes,18.7785488,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0649342,yes,yes,yes
2_2_54_ProceedWithTPWSExit_group14,Theorem,Theorem,yes,18.673619,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0620978,yes,yes,yes
2_2_54_ProceedWithTPWSExit_group15,Theorem,Theorem,yes,18.6612902,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0707367,yes,yes,yes
2_2_54_ProceedWithTPWSExit_group16,Theorem,Theorem,yes,18.6224264,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0665613,yes,yes,yes
2_2_54_ProceedWithTPWSExit_group2,Theorem,CounterSatisfiable,no,19.0701409,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0609377,yes,yes,yes
2_2_54_ProceedWithTPWSExit_group3,Theorem,CounterSatisfiable,no,18.9939829,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0653622,yes,yes,yes
2_2_54_ProceedWithTPWSExit_group4,Theorem,CounterSatisfiable,no,18.9789125,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0680139,yes,yes,yes
2_2_54_ProceedWithTPWSExit_group5,Theorem,CounterSatisfiable,no,18.8891215,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0684612,yes,yes,yes
2_2_54_ProceedWithTPWSExit_group6,Theorem,CounterSatisfiable,no,19.1435135,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0681936,yes,yes,yes
2_2_54_ProceedWithTPWSExit_group7,Theorem,CounterSatisfiable,no,18.9477019,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0685251,yes,yes,yes
2_2_54_ProceedWithTPWSExit_group8,Theorem,Theorem,yes,18.7903844,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0680551,yes,yes,yes
2_2_54_ProceedWithTPWSExit_group9,Theorem,CounterSatisfiable,no,18.9178705,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0661436,yes,yes,yes
2_2_55_SignalDisengagement_group0,Theorem,Theorem,yes,18.6094538,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0666502,yes,yes,yes
2_2_55_SignalDisengagement_group1,Theorem,Theorem,yes,18.5879221,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0699122,yes,yes,yes
2_2_55_SignalDisengagement_group10,Theorem,Theorem,yes,18.7384923,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0662414,yes,yes,yes
2_2_55_SignalDisengagement_group11,Theorem,Theorem,yes,18.5211208,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0672649,yes,yes,yes
2_2_55_SignalDisengagement_group12,Theorem,Theorem,yes,18.754459,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0745403,yes,yes,yes
2_2_55_SignalDisengagement_group13,Theorem,Theorem,yes,18.6774764,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0592596,yes,yes,yes
2_2_55_SignalDisengagement_group14,Theorem,Theorem,yes,18.5581363,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0664831,yes,yes,yes
2_2_55_SignalDisengagement_group15,Theorem,Theorem,yes,18.7107865,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0639763,yes,yes,yes
2_2_55_SignalDisengagement_group16,Theorem,Theorem,yes,18.5973859,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.064373,yes,yes,yes
2_2_55_SignalDisengagement_group17,Theorem,Theorem,yes,18.6973643,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0657298,yes,yes,yes
2_2_55_SignalDisengagement_group18,Theorem,Theorem,yes,18.6672989,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.065336,yes,yes,yes
2_2_55_SignalDisengagement_group19,Theorem,Theorem,yes,18.6424997,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0683141,yes,yes,yes
2_2_55_SignalDisengagement_group2,Theorem,Theorem,yes,18.7339404,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0651607,yes,yes,yes
2_2_55_SignalDisengagement_group20,Theorem,Theorem,yes,18.6122207,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0834849,yes,yes,yes
2_2_55_SignalDisengagement_group21,Theorem,Theorem,yes,18.7279903,Theorem,unsat,unsat,yes,unsat,yes,yes,yes,yes,yes,0.0658703,yes,yes,yes
